id;Статус;Группа;Курс;Факультет;Кафедра;Шифр направления;Название направления;Профиль;Форма обучения;Уровень образования
3336;Обучается;2ТМба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3337;Обучается;2ТМба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3338;Обучается;2ТМба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3339;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3340;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3341;Академический отпуск;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3342;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3343;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3344;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3345;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3346;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3347;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3348;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3349;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3350;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3351;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3352;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3353;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3354;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3355;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3356;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3357;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3358;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3359;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3360;Академический отпуск;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3361;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3362;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3363;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3364;Обучается;1ТМба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.01;Машиностроение;Технология машиностроения;Заочная форма;Бакалавриат
3365;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3366;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3367;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3368;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3369;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3370;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3371;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3372;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3373;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3374;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3375;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3376;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3377;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3378;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3379;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3380;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3381;Обучается;3ОНба-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3382;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3383;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3384;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3385;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3386;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3387;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3388;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3389;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3390;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3391;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3392;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3393;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3394;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3395;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3396;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3397;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3398;Обучается;2ОНба-1;3;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3399;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3400;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3401;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3402;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3403;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3404;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3405;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3406;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3407;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3408;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3409;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3410;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3411;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3412;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3413;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3414;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3415;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3416;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3417;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3418;Обучается;1ОНба-1;4;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3419;Академический отпуск;0ТМба-1;;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;Технология машиностроения;Заочная форма;Бакалавриат
3420;Академический отпуск;0ТМба-1;;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;Технология машиностроения;Заочная форма;Бакалавриат
3421;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3422;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3423;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3424;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3425;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3426;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3427;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3428;Обучается;4ОНба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);18.03.02;Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;Оборудование нефтегазопереработки;Заочная форма;Бакалавриат
3429;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3430;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3431;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3432;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3433;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3434;Обучается;4ОНма-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3435;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3436;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3437;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3438;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3439;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3440;Обучается;3ОНма-1;2;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Машиностроение» (МС);15.04.02;Технологические машины и оборудование;Оборудование нефтегазопереработки;Заочная форма;Магистратура
3441;Академический отпуск;0ОСба-1;;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3442;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3443;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3444;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3445;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3446;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
3447;Обучается;4ОСба-1;1;Факультет машиностроительных и химических технологий (ФМХТ);Кафедра «Технология сварочного и металлургического производства имени В.И. Муравьева» (ТСМП имени В.И. Муравьева);15.03.01;Машиностроение;Оборудование и технология сварочного производства;Заочная форма;Бакалавриат
